   196.0    866.4     69.0    259.4    167.0    251.4    331.0    825.4    478.0    489.4    611.0    277.4    453.0    399.4     67.0    387.4    113.0    506.4    178.0    388.4    138.0    578.4    103.0    240.4     71.0    327.4
   188.0    787.4     88.0    377.4    207.0    386.4    355.0    383.4    574.0     37.4    604.0    393.4    483.0    450.4    171.0    404.4    109.0    364.4    568.0    389.4     33.0    479.4    100.0    430.4     13.0    364.4
   244.0    577.4    327.0    463.4    233.0    265.4    339.0    493.4    820.0     25.4    130.0    483.4    398.0    816.4     75.0    448.4    570.0    361.4     98.0    431.4    270.0    237.4    207.0    232.4     -0.0    347.4
   169.0    675.4    243.0    543.4    245.0    291.4    385.0    375.4    696.0    147.4    247.0    861.4    572.0    685.4    163.0    520.4    131.0    459.4    173.0    431.4    220.0    594.4    113.0    388.4     49.0    432.4
   248.0    517.4    385.0    426.4    478.0    267.4    181.0    438.4    385.0    224.4    584.0    231.4    452.0    576.4     59.0    449.4    271.0    530.4    110.0    282.4     86.0    321.4    174.0    291.4     84.0    196.4
   366.0    458.4    268.0    282.4    973.0     -3.6    177.0    398.4    747.0    203.4    542.0    753.4    895.0    652.4    150.0    421.4    265.0    264.4    232.0    848.4    200.0    266.4    162.0    155.4    -23.0    420.4
   293.0    520.4    288.0    303.4    588.0     38.4    189.0    481.4    179.0    405.4    261.0    739.4    517.0    404.4    122.0    552.4    171.0    462.4    230.0    983.4    119.0    434.4     53.0    357.4    -15.0    349.4
   156.0    467.4    111.0    772.4    574.0    152.4    125.0    511.4    410.0    344.4    300.0    739.4    288.0    335.4    226.0    586.4    548.0    420.4    251.0    540.4     73.0    308.4    195.0    266.4     63.0    390.4
   260.0    484.4    324.0    486.4    696.0     42.4    309.0    562.4    404.0    750.4    489.0    533.4    478.0    510.4    156.0    573.4    260.0    328.4     85.0    439.4    108.0    392.4     66.0    319.4     75.0    289.4
   215.0    522.4     57.0    481.4    796.0     27.4    198.0    319.4    443.0    544.4    115.0    579.4    684.0    435.4     98.0    495.4    243.0    455.4    210.0    462.4    142.0    373.4     45.0    241.4      9.0    242.4
   306.0    569.4    243.0    504.4    710.0     -4.6    252.0    364.4    209.0    656.4    215.0    764.4    571.0    431.4    117.0    337.4     85.0    428.4    343.0    313.4     73.0    257.4    140.0    483.4     21.0    177.4
   350.0    478.4    158.0    458.4   1031.0     -8.6    531.0    274.4    142.0    609.4    439.0    473.4    450.0    541.4    203.0    388.4    364.0    364.4    231.0    223.4    211.0    335.4    209.0    395.4     61.0    271.4
   290.0    554.4    395.0    375.4    583.0      3.4    431.0    324.4    547.0     53.4    170.0    644.4    208.0    376.4    341.0     29.4    522.0    300.4     56.0    951.4    207.0    321.4    402.0     36.4     85.0    390.4
   577.0    594.4    254.0    276.4    582.0     44.4    305.0    395.4    508.0     68.4    154.0    427.4    321.0    269.4    248.0      3.4    588.0     66.4    198.0    324.4    172.0    810.4    273.0      3.4     25.0    213.4
   226.0    548.4    346.0    261.4    876.0      0.4    271.0    944.4    471.0     10.4    572.0    329.4    367.0    355.4    350.0     -0.6    920.0    128.4    604.0    365.4    203.0    362.4    103.0     86.4     38.0    216.4
   251.0    390.4    176.0    316.4    285.0     95.4    336.0    434.4    717.0    153.4    693.0    406.4    582.0    395.4    390.0     25.4    650.0     99.4    158.0    171.4    369.0    434.4    369.0     95.4    -11.0    436.4
   193.0    578.4    251.0    271.4    608.0     76.4    235.0    614.4    864.0     29.4    265.0    427.4    328.0    181.4    532.0      7.4    781.0     96.4    153.0    327.4    140.0    650.4    273.0    100.4     58.0    257.4
   275.0    628.4    153.0    245.4    377.0     -0.6    124.0    509.4    720.0     25.4    479.0    818.4    310.0    228.4    279.0      6.4    481.0     39.4    202.0    805.4     59.0    708.4    321.0      2.4     25.0    231.4
   203.0    422.4     81.0    619.4    717.0     -0.6    138.0    277.4    960.0      3.4    172.0    709.4    937.0     38.4    313.0     20.4    524.0     69.4    353.0    432.4    610.0     77.4    392.0     -6.6     87.0    181.4
   207.0    548.4    210.0    433.4    632.0     59.4    261.0    465.4    420.0     53.4    375.0    550.4   1171.0     21.4    302.0     67.4    557.0    102.4    127.0    458.4     82.0    168.4    128.0     -3.6      3.0    165.4
   404.0    473.4    310.0    362.4    434.0     39.4    228.0    489.4    711.0     58.4    317.0    499.4    795.0     24.4    412.0     94.4    748.0     91.4    188.0    296.4    203.0    471.4    274.0     22.4     96.0    379.4
   387.0    479.4    217.0    346.4    901.0      1.4    196.0    466.4    602.0     67.4    559.0    545.4    812.0     -7.6    284.0     62.4    567.0     88.4    211.0    710.4    118.0    275.4    357.0     18.4     74.0    360.4
    26.0    386.4    191.0    207.4    603.0     27.4    214.0    529.4   1084.0     72.4    316.0    811.4    855.0      7.4    338.0     -4.6    772.0      3.4    248.0    423.4    241.0    233.4    444.0     44.4    336.0    226.4
   414.0    643.4    192.0    535.4    801.0    -10.6     91.0    332.4    798.0     55.4    304.0    625.4    637.0     18.4    510.0     45.4    575.0     25.4    309.0    567.4    120.0    532.4    307.0     37.4    117.0    240.4
   180.0    486.4    302.0    335.4    790.0      2.4    267.0    632.4    577.0     60.4    324.0    548.4   1027.0     -7.6    319.0     13.4    673.0     25.4     82.0    480.4    156.0    469.4    517.0      5.4     48.0    267.4
   140.0    582.4    140.0    286.4    296.0     13.4    370.0    517.4    556.0     42.4    864.0    255.4    751.0     38.4    392.0     22.4    917.0     28.4    202.0    505.4    166.0    431.4    342.0    -13.6    115.0    401.4
   167.0    505.4    246.0    241.4    587.0    110.4    203.0    408.4    599.0     -8.6    664.0    401.4    944.0    174.4    420.0     70.4    665.0     -6.6    518.0     50.4    306.0    369.4    185.0    -10.6     46.0    615.4
   149.0    586.4    305.0    211.4    764.0    102.4    376.0    534.4    537.0    119.4    213.0    702.4    861.0     51.4    272.0      8.4    825.0     79.4    894.0     90.4     60.0    353.4    352.0     16.4    181.0    402.4
   229.0    537.4    341.0    396.4    603.0     -5.6    534.0    138.4    787.0     18.4    325.0    433.4   1032.0     11.4     41.0      4.4    471.0      0.4    616.0     34.4    148.0    438.4    356.0     29.4     -5.0    452.4
   149.0    491.4    327.0    339.4    727.0    -12.6    217.0    466.4    439.0     24.4    332.0    314.4    907.0     19.4    278.0     13.4    520.0     51.4    635.0     35.4    140.0    494.4    401.0     95.4    152.0    425.4
   331.0    350.4    151.0    318.4    586.0      3.4    348.0    546.4    693.0     19.4    372.0    655.4   1096.0      7.4    508.0    105.4    495.0      6.4    598.0    124.4    177.0    356.4    271.0      4.4     77.0    337.4
    84.0    571.4    277.0    208.4    641.0     -4.6    324.0    534.4    864.0     54.4    593.0    631.4    719.0     -5.6    407.0     -2.6    584.0     46.4    446.0     43.4    173.0    397.4    225.0     58.4     26.0    414.4
   328.0    574.4    309.0    507.4    770.0      3.4    212.0    487.4    670.0     31.4    152.0    643.4   1044.0    126.4    281.0     -3.6    613.0     27.4    858.0     -5.6    205.0    341.4    206.0     14.4     19.0    502.4
    95.0    488.4    330.0    239.4    877.0     46.4    154.0    601.4    841.0     37.4    193.0    644.4   1149.0      2.4    366.0     70.4    507.0     70.4    797.0      2.4    234.0    436.4    434.0     -3.6      9.0    379.4
   154.0    308.4    300.0    675.4    982.0      6.4    290.0    302.4    795.0     24.4    546.0    227.4    889.0     17.4    279.0     46.4   1253.0     60.4    680.0    118.4     82.0    439.4    202.0     37.4    117.0    280.4
   831.0    213.4    140.0    548.4    649.0     46.4    294.0    220.4    820.0     28.4    871.0     76.4   1212.0     25.4    365.0     -3.6    695.0     11.4    558.0     61.4    116.0    311.4    346.0      3.4     30.0    479.4
   782.0     36.4    314.0    358.4    448.0     25.4    274.0    325.4   1423.0     71.4    829.0     65.4    788.0     19.4    357.0     48.4    453.0     52.4    769.0     80.4    158.0    656.4    364.0     -5.6    125.0    327.4
   620.0    121.4    153.0    354.4    719.0     -5.6    778.0    186.4    512.0     20.4    814.0      4.4    666.0     54.4    572.0     91.4    691.0    101.4    599.0     -1.6    214.0    286.4    260.0     83.4      3.0    290.4
   784.0      0.4    257.0    367.4    631.0    160.4    778.0     13.4    648.0     37.4    940.0      8.4   1232.0     -6.6    397.0     53.4    587.0     94.4    918.0      5.4     11.0    485.4    449.0     23.4     13.0    219.4
   688.0     89.4    202.0    322.4    369.0    132.4    601.0      5.4    827.0     14.4    917.0     11.4    633.0      9.4    454.0     -3.6    489.0     63.4    640.0     39.4     51.0    534.4    240.0      5.4     -7.0    155.4
   979.0      2.4    142.0    420.4    703.0      2.4    493.0      8.4    685.0      5.4    712.0     31.4    788.0     38.4    505.0     10.4    782.0     85.4    837.0    112.4    219.0    518.4    285.0     10.4     16.0    317.4
   678.0      1.4    171.0    360.4    595.0     -1.6    482.0     -1.6    707.0     90.4    960.0     63.4   1170.0     -5.6    350.0     68.4    702.0     45.4    538.0    116.4    314.0    353.4    313.0     41.4     96.0    216.4
   839.0     80.4    219.0    259.4    658.0     33.4    879.0     13.4    677.0     -8.6   1485.0     10.4    781.0     60.4    242.0      5.4    974.0     43.4    484.0     92.4     54.0    198.4    295.0     -9.6     56.0    227.4
   393.0     31.4    226.0    257.4    879.0     -7.6    564.0      6.4    635.0     14.4   1338.0     31.4    999.0     14.4    359.0     -6.6    708.0     52.4    720.0      5.4    239.0    369.4    380.0      4.4    193.0    147.4
   664.0     42.4    199.0    492.4    841.0     40.4    733.0     60.4    986.0     23.4   1216.0    349.4   1062.0     -7.6    278.0     -4.6    767.0     42.4    407.0     26.4    181.0    669.4    609.0     77.4     68.0    410.4
   684.0     60.4    327.0    338.4    495.0      8.4    569.0     -3.6    803.0     37.4   1290.0     10.4    928.0     68.4    128.0     28.4    775.0     -1.6   1007.0      4.4    172.0    228.4    460.0     63.4     -3.0    406.4
   740.0     65.4    225.0    465.4    545.0     17.4    675.0      1.4    659.0     29.4   1214.0     76.4   1082.0      2.4    270.0      8.4    859.0     -2.6   1218.0    -10.6    154.0    294.4    368.0     71.4     36.0    331.4
   714.0      1.4    226.0    383.4    876.0     27.4    376.0     41.4    777.0      1.4    632.0     17.4    619.0     25.4    447.0    106.4    440.0     -0.6    543.0     24.4    113.0    507.4    441.0      7.4     56.0    268.4
  1204.0     50.4    294.0    474.4    609.0     -6.6    363.0     27.4    645.0     35.4   1308.0     48.4    841.0     49.4    400.0     44.4    653.0     98.4    511.0    164.4    142.0    244.4    327.0     40.4     43.0    471.4
   603.0     11.4    311.0    281.4    601.0     49.4    796.0     41.4    757.0     -0.6    811.0     21.4   1056.0     89.4    293.0      3.4    660.0     -1.6    456.0      1.4    170.0    463.4    458.0      4.4     26.0    279.4
   641.0     51.4    232.0    402.4    755.0     -1.6    662.0     52.4    724.0     20.4    833.0     24.4    802.0      9.4    341.0     80.4    992.0     20.4    609.0     10.4    228.0    330.4    531.0    142.4     31.0    282.4
   759.0     82.4    280.0    381.4    645.0     24.4    625.0     20.4    786.0    116.4   1222.0     50.4   1062.0     56.4    436.0     24.4    432.0     47.4    648.0      9.4    124.0    536.4    202.0      6.4     19.0    153.4
   670.0     -4.6    122.0    703.4    423.0     80.4    618.0     12.4    860.0    100.4    889.0     88.4   1175.0     20.4    411.0     32.4    511.0     32.4    728.0    108.4    128.0    288.4    315.0      8.4      1.0    426.4
  1054.0     -6.6    252.0    287.4    767.0     81.4    500.0     12.4    786.0     68.4    936.0     11.4   1093.0     11.4    232.0     93.4    589.0     76.4    908.0     57.4    146.0    444.4    321.0      4.4     10.0    297.4
   741.0     16.4     98.0    163.4    629.0      3.4    687.0     16.4    572.0    110.4    719.0     15.4   1008.0      4.4    592.0     84.4    601.0     -1.6    529.0     -7.6    246.0    395.4    365.0      8.4     84.0    267.4
   720.0     35.4    586.0      9.4    736.0     84.4    910.0     -2.6    803.0     50.4    458.0     -3.6   1108.0     98.4    316.0     -9.6    830.0     38.4    546.0     38.4    104.0    664.4    160.0     -7.6     91.0    338.4
   658.0     16.4    820.0     13.4    896.0      3.4    446.0     66.4    863.0     73.4    783.0     22.4    978.0      8.4    499.0     45.4    707.0     36.4    565.0     18.4    272.0    299.4    185.0     22.4    128.0    290.4
   778.0    -10.6    700.0     89.4    928.0      3.4    948.0      1.4    814.0     29.4    469.0      8.4   1353.0     20.4    419.0     70.4    355.0    123.4    367.0     37.4    121.0    203.4     79.0    -12.6     90.0    132.4
   590.0     24.4    651.0     16.4    944.0    110.4    493.0     70.4    992.0     33.4    560.0     58.4    708.0     22.4    400.0     -0.6    986.0    102.4    432.0     -3.6    251.0    379.4    356.0     -3.6    359.0     40.4
   737.0     45.4    674.0     53.4    569.0     70.4   1103.0     -4.6    699.0     33.4   1159.0     38.4    695.0      2.4    397.0     45.4    937.0    133.4    625.0     69.4     29.0    607.4    261.0     33.4    276.0     36.4
   714.0    191.4    439.0     48.4    514.0      0.4    774.0     19.4    902.0     44.4   1070.0     11.4    927.0     19.4    140.0     -9.6   1013.0    122.4    416.0     -7.6    250.0     34.4    502.0      2.4    160.0      4.4
   605.0     20.4    801.0     36.4    567.0     -8.6    908.0     39.4    611.0     80.4    861.0     58.4   1123.0     43.4    319.0     31.4    895.0    136.4    876.0     18.4    383.0     75.4    184.0      1.4     61.0    104.4
   584.0     -7.6    543.0     96.4    690.0      9.4    521.0     40.4    773.0     -2.6    950.0      8.4    748.0     30.4    485.0     37.4    512.0     95.4    335.0     47.4    315.0     89.4    673.0      4.4    207.0     46.4
   836.0     76.4    848.0     46.4    624.0      7.4    821.0      9.4    842.0      0.4   1205.0     10.4    960.0     -0.6    558.0     35.4    476.0     56.4    910.0     49.4    295.0     53.4    251.0     17.4    340.0     -8.6
   639.0     94.4    456.0     21.4    952.0     63.4    595.0     -5.6    740.0     44.4    686.0     -7.6   1249.0     20.4    440.0     67.4    617.0     12.4    381.0     -6.6    437.0    130.4    377.0     -4.6    191.0     17.4
   929.0     44.4    525.0     -3.6    538.0     -8.6    830.0     -7.6    764.0    136.4    814.0     -2.6   1185.0     27.4    283.0     57.4    516.0     77.4    772.0      9.4    560.0     -7.6    207.0     -2.6    243.0     16.4
   593.0     25.4    519.0     -5.6    510.0     -3.6    699.0     36.4    586.0    123.4    925.0     -0.6   1233.0     57.4    417.0     21.4    668.0      9.4    693.0     83.4    625.0     19.4    289.0     46.4    177.0     17.4
   416.0     50.4    512.0     -0.6    701.0     18.4    702.0     24.4    804.0    121.4   1025.0     39.4   1278.0     17.4    237.0     48.4    434.0    125.4    579.0     32.4    404.0     67.4    207.0     24.4    146.0     36.4
   602.0     17.4    624.0     35.4    536.0     27.4    710.0     84.4    635.0     86.4    778.0      5.4   1390.0      2.4    345.0    -10.6    806.0     76.4    468.0     23.4    348.0     -7.6    334.0     11.4     79.0     65.4
   543.0     -2.6    934.0     28.4    729.0     22.4    719.0     10.4    459.0     49.4    760.0     65.4   1695.0      1.4    303.0     71.4   1047.0    -10.6    649.0     15.4    419.0     37.4    293.0     10.4    208.0     36.4
   930.0     22.4    822.0    -13.6    752.0     46.4    529.0      8.4    965.0     25.4    756.0      5.4   1073.0     62.4    305.0     14.4    648.0    110.4    802.0     32.4    268.0     56.4    443.0     17.4     62.0     -2.6
   515.0     14.4    400.0      3.4    636.0     17.4    608.0     -5.6    667.0     25.4   1040.0     76.4   1030.0     37.4    562.0     20.4    791.0     -1.6    487.0     -6.6    516.0     15.4    214.0     32.4    142.0     21.4
   437.0     23.4    441.0     19.4    651.0     13.4    876.0     -0.6    740.0     22.4    915.0     39.4    427.0     69.4    485.0     53.4    711.0     28.4    442.0    109.4    241.0     29.4    339.0      5.4    231.0    136.4
   671.0     97.4    905.0     29.4    808.0      2.4   1016.0      2.4    644.0      6.4   1077.0     -8.6    951.0     -0.6    333.0     -3.6    832.0     62.4    453.0     32.4    563.0     27.4    578.0     14.4     69.0     78.4
   801.0     82.4    951.0     60.4    449.0     -1.6    687.0     96.4   1229.0     15.4    970.0     67.4   1162.0     73.4    473.0     28.4    655.0     35.4    650.0     -1.6    358.0     19.4    384.0     70.4    234.0     62.4
   474.0     23.4    883.0      1.4    907.0     15.4    980.0     43.4    705.0     20.4    903.0      7.4   1100.0     30.4    345.0     19.4    981.0     35.4    685.0     37.4    380.0      3.4    545.0     -3.6    192.0     30.4
   589.0     90.4    382.0     26.4    739.0      3.4    599.0    121.4    573.0     14.4   1121.0     69.4   1239.0     42.4    320.0     10.4    860.0     38.4    869.0      5.4    615.0     64.4    329.0     29.4    291.0     -5.6
   646.0     10.4    356.0     12.4   1116.0     65.4    475.0     26.4    670.0     45.4    726.0     17.4   1144.0     23.4    213.0     -3.6    636.0      3.4    376.0     -3.6    234.0     30.4    358.0      3.4    206.0     63.4
   881.0      7.4    527.0     65.4    631.0     16.4    706.0     -2.6    679.0     66.4    666.0     29.4    888.0    129.4    537.0     36.4    857.0     35.4    602.0     13.4    640.0     69.4    461.0     -0.6    260.0    101.4
   573.0    156.4    909.0     63.4    538.0    141.4    625.0     22.4    878.0     10.4    934.0     21.4   1547.0     10.4    383.0     73.4    658.0     56.4    713.0     11.4    359.0     -3.6    333.0      9.4    261.0      7.4
   609.0     49.4    784.0     27.4    751.0     42.4    643.0     24.4    626.0     26.4    799.0     44.4    547.0     82.4    509.0    -12.6    606.0    100.4    366.0    111.4    263.0     66.4    346.0     16.4    311.0     36.4
   836.0     -1.6    768.0     62.4    417.0     31.4   1193.0     84.4    460.0     -6.6    874.0     26.4    858.0     -1.6    464.0     -1.6    736.0     17.4    525.0    -15.6    202.0      3.4    239.0     46.4    264.0     13.4
   432.0     21.4    768.0      7.4    720.0      6.4    633.0     36.4    580.0     16.4    618.0     -0.6    840.0     61.4    323.0     71.4    880.0     46.4    527.0     34.4    508.0    105.4    296.0     63.4    175.0     20.4
   762.0     13.4    829.0     -1.6    730.0     59.4    593.0     48.4    732.0     21.4    902.0     12.4    846.0     -9.6    456.0     24.4    917.0     29.4    818.0     36.4    309.0     82.4    247.0     51.4    293.0      8.4
  1024.0     66.4    842.0     -9.6    618.0     64.4    799.0     -5.6    477.0      5.4    567.0     23.4    939.0     84.4    171.0     -2.6    722.0     21.4    351.0     -9.6    431.0      5.4    401.0     46.4    191.0     38.4
   487.0     -6.6    643.0     21.4    725.0      2.4    613.0     65.4   1005.0     19.4   1182.0     14.4   1117.0    100.4    479.0     29.4    702.0     75.4    752.0     15.4    374.0     75.4    308.0     14.4    138.0     12.4
   592.0     18.4    452.0    105.4    476.0     42.4    724.0     96.4    826.0     -6.6    839.0      8.4   1003.0     36.4    871.0     90.4    798.0    130.4    537.0     50.4    453.0      9.4    560.0     26.4    151.0     12.4
   449.0     11.4    650.0      5.4    633.0    102.4    770.0     36.4    681.0    158.4    732.0     20.4   1174.0     41.4    619.0      2.4    767.0     80.4    670.0     28.4    465.0     69.4    260.0     -0.6     98.0     -0.6
   881.0      3.4    478.0     25.4    826.0     -6.6    984.0    109.4    741.0      2.4    937.0     82.4    951.0      4.4    391.0     39.4    751.0     11.4    753.0      1.4    294.0     -4.6    499.0     -5.6    283.0     76.4
  1180.0     43.4    993.0     -4.6    683.0     15.4    551.0      3.4    571.0     81.4    779.0      9.4   1013.0     -1.6    332.0     76.4    525.0     64.4    416.0     33.4    393.0      6.4    228.0     16.4    242.0     78.4
   648.0     -3.6    656.0     24.4    633.0     45.4    751.0      6.4    531.0     -7.6   1155.0     16.4   1059.0    101.4    451.0     12.4    761.0    132.4    685.0     19.4    118.0      5.4    207.0      8.4    259.0     18.4
   729.0     52.4    877.0     -9.6    554.0     53.4    899.0    121.4    545.0     55.4    882.0     38.4    930.0     28.4    365.0      8.4    844.0    121.4    749.0     11.4    164.0     13.4    307.0     21.4     70.0     20.4
   539.0    114.4    709.0     58.4    682.0     35.4    728.0     49.4    739.0    102.4   1199.0     13.4   1094.0     21.4    330.0     -9.6    783.0     54.4    692.0     32.4    735.0     16.4    333.0    -10.6     80.0    111.4
   703.0     56.4    775.0     27.4    604.0     65.4    792.0     45.4    621.0     38.4    639.0     46.4    820.0     47.4    450.0     90.4    782.0      3.4    451.0     55.4    260.0    107.4    498.0     12.4     77.0     19.4
   875.0     45.4    759.0     39.4    771.0     -4.6    693.0     19.4    546.0     10.4    545.0      9.4   1301.0     28.4    509.0     81.4    957.0     55.4    839.0     11.4    537.0      5.4    139.0     28.4    279.0      9.4
  1011.0     19.4    976.0     67.4    529.0      7.4    612.0     31.4    539.0    106.4    824.0     26.4   1192.0      0.4    416.0    196.4    933.0     25.4    534.0     81.4    423.0    332.4    315.0     31.4    284.0     18.4
   788.0     39.4    663.0     29.4    639.0     -6.6   1016.0     25.4    580.0     11.4    776.0     46.4   1449.0     22.4    438.0     40.4   1027.0     64.4    785.0     54.4    282.0      3.4    289.0     -1.6    170.0     33.4
   682.0     38.4   1162.0      6.4    459.0     42.4    818.0     11.4    751.0     58.4    838.0    -15.6    987.0     53.4    320.0     -0.6    677.0      3.4    544.0      1.4    126.0     36.4    239.0     30.4    154.0     71.4
   752.0     36.4   1345.0     31.4    674.0     29.4    791.0     20.4    521.0     56.4    707.0     53.4    681.0     70.4    310.0     68.4    902.0     54.4    465.0     82.4    382.0     -7.6    370.0     15.4    272.0     56.4
   464.0     -7.6    906.0     -4.6    864.0      3.4    426.0     68.4   1034.0     48.4    759.0      6.4    961.0     50.4    324.0     -1.6    943.0     83.4    706.0     17.4    563.0     68.4    306.0     -4.6    168.0     24.4
   946.0     35.4    673.0      0.4    662.0     16.4    305.0     85.4    428.0     57.4    804.0     36.4   1068.0     51.4    300.0     11.4    832.0     10.4    633.0     -6.6    542.0     37.4    304.0     51.4    229.0      8.4
   682.0     55.4    558.0     -6.6    798.0     20.4    725.0    173.4    561.0     26.4    887.0      8.4   1017.0     32.4    152.0     -2.6    652.0     87.4    973.0     80.4    296.0      4.4    233.0     53.4    187.0     46.4
   764.0      4.4    798.0      8.4    541.0     -4.6    518.0      2.4    936.0     20.4    687.0     18.4    907.0    152.4    202.0     45.4    624.0     45.4    600.0     15.4    468.0     63.4    372.0      3.4    159.0     28.4
   769.0     -7.6    614.0     29.4    523.0     -5.6   1032.0     17.4    557.0     24.4    526.0     14.4    996.0     19.4    312.0      3.4    554.0    103.4    619.0     16.4     83.0     14.4    175.0     34.4    121.0      0.4
   584.0     -1.6    413.0     70.4    512.0     15.4    814.0      1.4    423.0     28.4    858.0     28.4   1222.0    112.4    377.0    132.4    864.0     21.4    518.0     28.4    567.0     -1.6    231.0    -11.6    136.0      2.4
   645.0    -14.6    877.0     43.4    840.0     39.4    477.0     35.4    725.0     14.4    674.0     30.4    919.0     96.4    379.0     34.4    830.0     24.4    743.0     44.4    309.0      6.4    255.0     33.4    218.0     49.4
   669.0     11.4    815.0     59.4    828.0     -0.6    759.0     12.4    288.0     71.4    510.0     77.4   1008.0     -4.6    435.0     -1.6    889.0     33.4    696.0    142.4    675.0     -6.6    428.0     62.4    149.0    -11.6
   761.0     13.4    828.0     10.4    552.0     28.4    756.0     20.4    872.0     22.4    456.0     -2.6    853.0     20.4    165.0     85.4    895.0    159.4    705.0     38.4    343.0     10.4    212.0     -6.6     63.0     32.4
   787.0     -4.6   1083.0      7.4    587.0      1.4    527.0      4.4    664.0     56.4    513.0     -8.6    788.0     17.4    228.0    117.4    807.0    148.4    595.0    132.4    411.0     20.4    585.0     96.4    208.0     71.4
   829.0     11.4    570.0     10.4    733.0      1.4    672.0    108.4    751.0      1.4    966.0     12.4   1000.0     67.4    492.0     31.4    914.0     33.4    676.0     13.4    217.0     47.4    203.0     15.4    271.0     75.4
   579.0     20.4    465.0    149.4    680.0     -2.6    899.0     86.4    888.0      2.4    374.0     25.4   1051.0     24.4    262.0     10.4    653.0     49.4    948.0     -2.6    443.0     75.4    648.0     -6.6     72.0     -4.6
   747.0     56.4    796.0     49.4    578.0     -6.6    910.0     78.4    482.0      3.4    974.0     39.4    878.0    150.4    681.0     -9.6    598.0     27.4    327.0     73.4    702.0      8.4    542.0     -5.6    272.0     -8.6
   630.0     -8.6   1271.0      2.4    674.0    102.4    906.0     13.4    785.0     65.4    664.0     12.4    929.0     29.4    377.0     33.4    692.0     64.4    703.0     39.4    286.0     -5.6    235.0      3.4    237.0     -3.6
